"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-01","10.4","15.0","4.4"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-02","3.3","5.0","1.1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-03","4.9","7.8","1.1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-04","3.7","7.2","1.1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-05","6.9","7.8","5.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-06","6.6","10.6","-0.5"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-07","-1.0","1.7","-3.8"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-08","4.3","7.8","1.7"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-09","6.3","8.3","1.1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-10","1.2","2.2","-2.1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-11","-2.4","0.0","-5.5"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-12","-3.3","1.7","-6.6"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-13","-1.6","0.6","-4.3"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-14","-2.5","0.6","-4.3"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-15","-1.8","2.2","-4.9"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-16","-0.1","3.9","-3.8"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-17","-0.6","1.1","-3.8"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-18","0.4","3.9","-2.1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-19","1.6","3.9","-1.6"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-20","3.2","10.0","-9.3"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-21","-11.1","-9.3","-14.9"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-22","-7.4","-0.5","-9.9"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-23","1.0","8.3","-1.6"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-24","8.4","12.2","1.7"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-25","2.5","4.4","-2.1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-26","-1.6","0.6","-4.3"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-27","2.8","7.2","-2.1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-28","0.2","3.9","-4.9"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-29","-0.7","6.1","-5.5"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-30","-1.4","1.7","-13.8"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-31","-12.8","-8.2","-16.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-02-01","-9.1","-5.5","-11.6"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-02-02","-5.2","0.0","-8.8"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-02-03","1.7","9.4","-3.8"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-02-04","4.2","11.7","-1.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-02-05","5.9","15.6","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-02-06","5.7","7.2","0.6"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-02-07","5.1","6.7","3.9"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-02-08","6.3","12.8","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-02-09","-0.4","1.1","-4.3"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-02-10","-2.0","1.7","-5.5"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-02-11","0.8","2.8","-1.6"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-02-12","-0.4","2.8","-3.2"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-02-13","2.8","5.6","0.6"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-02-14","2.8","7.8","0.6"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-02-15","6.3","12.2","3.3"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-02-16","5.6","11.1","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-02-17","-0.3","2.2","-3.8"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-02-18","2.3","6.1","-3.2"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-02-19","-1.7","2.2","-4.9"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-02-20","-1.7","1.1","-3.2"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-02-21","3.7","10.6","0.6"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-02-22","6.1","7.2","2.8"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-02-23","2.6","4.4","-0.5"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-02-24","5.6","8.3","3.3"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-02-25","5.2","6.7","-2.1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-02-26","-0.3","3.9","-3.2"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-02-27","-3.1","-1.0","-4.3"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-02-28","-0.7","2.8","-2.7"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-03-01","-0.4","2.8","-2.7"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-03-02","1.1","4.4","-0.5"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-03-03","3.3","6.1","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-03-04","1.5","3.9","-1.6"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-03-05","-2.2","0.6","-6.6"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-03-06","-4.2","-2.1","-7.1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-03-07","-4.0","0.6","-7.7"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-03-08","-1.4","2.8","-5.5"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-03-09","3.3","8.3","0.6"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-03-10","3.7","6.7","1.7"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-03-11","8.1","12.2","3.9"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-03-12","4.9","7.2","1.1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-03-13","2.4","5.6","-1.6"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-03-14","6.6","11.1","3.3"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-03-15","9.6","15.0","8.3"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-03-16","10.1","13.9","2.8"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-03-17","4.1","7.2","0.6"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-03-18","2.9","7.2","-2.1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-03-19","4.0","10.0","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-03-20","4.5","10.0","-0.5"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-03-21","6.8","8.9","5.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-03-22","7.3","10.6","3.9"
